urllib3.connectionpool:DEBUG:2022-10-17 19:31:49,414:Starting new HTTPS connection (1): www.bestbuy.com:443
PIL.Image:DEBUG:2022-10-17 21:04:58,580:Importing DcxImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,581:Importing DdsImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,582:Importing EpsImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,622:Importing FitsImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,623:Importing FitsStubImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,624:Importing FliImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,625:Importing FpxImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,627:Image: failed to import FpxImagePlugin: No module named 'olefile'
PIL.Image:DEBUG:2022-10-17 21:04:58,627:Importing FtexImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,628:Importing GbrImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,629:Importing GifImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,629:Importing GribStubImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,630:Importing Hdf5StubImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,631:Importing IcnsImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,633:Importing IcoImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,634:Importing ImImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,636:Importing ImtImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,637:Importing IptcImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,639:Importing JpegImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,639:Importing Jpeg2KImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,639:Importing McIdasImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,640:Importing MicImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,642:Image: failed to import MicImagePlugin: No module named 'olefile'
PIL.Image:DEBUG:2022-10-17 21:04:58,642:Importing MpegImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,643:Importing MpoImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,644:Importing MspImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,644:Importing PalmImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,649:Importing PcdImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,650:Importing PcxImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,650:Importing PdfImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,657:Importing PixarImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,659:Importing PngImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,659:Importing PpmImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,659:Importing PsdImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,661:Importing SgiImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,662:Importing SpiderImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,663:Importing SunImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,664:Importing TgaImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,665:Importing TiffImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,665:Importing WebPImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,671:Importing WmfImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,672:Importing XbmImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,674:Importing XpmImagePlugin
PIL.Image:DEBUG:2022-10-17 21:04:58,675:Importing XVThumbImagePlugin
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,680:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,753:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,756:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,838:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,842:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,903:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,906:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:58,999:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,002:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,065:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,069:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,191:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,195:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,275:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,278:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,522:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,525:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,594:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,598:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,695:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 420
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,698:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,771:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,774:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,920:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 393
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,924:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,994:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 21:04:59,997:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,088:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,092:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,157:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,161:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,263:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,268:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,329:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,332:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,421:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,424:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,496:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,499:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,596:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,599:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,669:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,672:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,770:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 419
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,773:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,857:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,860:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,955:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 21:05:00,958:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,027:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,039:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,143:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,146:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,212:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,215:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,303:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,307:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,368:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,371:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,454:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,458:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,519:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,522:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,752:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,755:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,845:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,852:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,971:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 419
urllib3.connectionpool:DEBUG:2022-10-17 21:05:01,974:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,041:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,045:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,138:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,142:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,208:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,212:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,364:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,367:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,428:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,431:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,523:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,525:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,591:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,595:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,759:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,763:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,840:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,844:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,927:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,931:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,993:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 21:05:02,996:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,216:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 418
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,219:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,281:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,284:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,405:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,409:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,488:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,492:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,613:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,616:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,694:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,697:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,854:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,857:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,919:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 21:05:03,922:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,201:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 393
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,204:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,273:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,276:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,370:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,373:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,449:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,452:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,547:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 420
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,550:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,621:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,624:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,731:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,734:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,811:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,814:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,909:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,912:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,973:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 21:05:04,977:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,086:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,089:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,151:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,154:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,238:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,242:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,315:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,318:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,429:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,432:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,495:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,499:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:05:05,593:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 421
urllib3.connectionpool:DEBUG:2022-10-17 21:06:00,991:Starting new HTTPS connection (1): www.bestbuy.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:06:05,005:https://www.bestbuy.com:443 "GET /site/polk-audio-monitor-xt60-tower-speaker-midnight-black/6477931.p?skuId=6477931&intl=nosplash HTTP/1.1" 200 None
urllib3.connectionpool:DEBUG:2022-10-17 21:06:05,358:Starting new HTTPS connection (1): www.amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:06:06,214:https://www.amazon.com:443 "GET /JVC-EXOFIELD-Personal-Multi-Channel-Surround/dp/B0899NS7NV/ref=sr_1_19?qid=1665223097&rnid=9977442011&s=electronics&sr=1-19 HTTP/1.1" 200 None
urllib3.connectionpool:DEBUG:2022-10-17 21:06:08,120:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:06:08,589:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 636
urllib3.connectionpool:DEBUG:2022-10-17 21:06:08,606:Starting new HTTPS connection (1): pisces.bbystatic.com:443
